age,gender,place_type,hobby,climate,health_issues,selected_place
31,male,"['Religious', 'Historical']",['Walking'],Tropical,[],Mirisaweti Stupa
34,female,"['Beach', 'Snorkeling']",['Relaxation'],Tropical,[],Unawatuna Beach
79,male,"['Historical', 'Architecture']",['Photography'],Cool,[],Nuwara Eliya Post Office
60,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
48,female,['Museum'],['Tea Tasting'],Tropical,[],Ceylon Tea Museum
26,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sri Maha Bodhi
19,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
41,female,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
78,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Mobility Issues'],Gadaladeniya Temple
37,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sri Maha Bodhi
75,female,"['Beach', 'Surfing']",['Cultural Photography'],Tropical,[],Weligama Bay
61,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Thuparamaya
22,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
79,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Abhayagiri Dagoba
46,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
74,male,"['Scenic', 'Viewpoint']",['Hiking'],Cool,"['Heart Conditions', 'Mobility Issues']",Single Tree Hill
9,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Isurumuniya Temple
71,female,"['Religious', 'Scenic']",['Photography'],Tropical,"['Heart Conditions', 'Mobility Issues']",Bahirawakanda Vihara Buddha Statue
6,male,"['Religious', 'Scenic']",['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
34,female,"['Beach', 'Eco-Tourism']",['Conservation'],Tropical,[],Rekawa Beach
35,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
59,female,"['Wildlife', 'Safari']",['Photography'],Dry Zone,[],Bundala National Park
7,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Samadhi Buddha Statue
25,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],St. Clair's Falls
37,male,"['Diving', 'Adventure']",['Marine Life'],Tropical,[],Great Basses Reef
18,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Jetavanaramaya
6,male,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
27,female,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
47,male,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kandy Railway Station
53,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Lankarama
34,female,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
77,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sri Maha Bodhi
24,female,['Natural Wonder'],['Geology'],Tropical,[],Hummanaya Blowhole
37,female,"['Beach', 'Cultural']",['History'],Tropical,[],Koggala Beach
56,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
12,male,"['Scenic', 'Viewpoint']",['Hiking'],Cool,"['Heart Conditions', 'Mobility Issues']",Single Tree Hill
16,female,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
64,male,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
64,male,"['Historical', 'Educational']",['Learning'],Tropical,[],Ratnaprasada
35,female,"['Recreation', 'Water Activities']",['Boating'],Cool,['Swimming Difficulties'],Lake Gregory Boating
25,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Mirisaweti Stupa
20,female,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
56,male,"['Shopping', 'Entertainment']",['Dining'],Tropical,[],Kandy City Center
67,male,"['Nature', 'Garden']",['Photography'],Cool,[],Hakgala Botanical Garden
31,female,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
59,female,"['Scenic', 'Relaxation']",['Photography'],Cool,[],Gregory Lake
25,female,"['Educational', 'Nature']",['Learning'],Tropical,['Severe Allergies'],Kandy Spice Garden
57,female,['Museum'],['Tea Tasting'],Tropical,[],Ceylon Tea Museum
64,male,"['Nature', 'Garden']",['Nature Walks'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
30,female,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
56,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Lankarama
68,male,"['Historic', 'Cultural']",['History'],Tropical,[],Galle Fort
33,male,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
25,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Devon Falls
76,male,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
73,female,"['Religious', 'Scenic']",['Photography'],Tropical,"['Heart Conditions', 'Mobility Issues']",Bahirawakanda Vihara Buddha Statue
55,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Abhayagiri Dagoba
62,male,"['Beach', 'Surfing']",['Surfing'],Tropical,[],Weligama Bay
32,male,"['Educational', 'Nature']",['Nature Exploration'],Tropical,[],Kandy Spice Garden
12,female,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
12,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Thuparamaya
53,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Single Tree Hill
66,male,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
6,female,"['Beach', 'Relaxation']",['Kayaking'],Tropical,[],Mawella Beach
36,female,"['Beach', 'Surfing']",['Surfing'],Tropical,[],Weligama Bay
59,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Thuparamaya
26,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Samadhi Buddha Statue
25,male,"['Historical', 'Nature']",['Hiking'],Tropical,[],Vessagiriya
51,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sri Maha Bodhi
50,female,"['Beach', 'Romantic']",['Walking'],Tropical,['Strong Currents (seasonal)'],Tangalle Beach
26,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,"['Knee Pain', 'Back Pain']",Ruwanwelisaya
33,male,"['Recreation', 'Water Activities']",['Relaxation'],Cool,['Swimming Difficulties'],Lake Gregory Boating
27,female,"['Religious', 'Scenic']",['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
60,male,"['Nature', 'Garden']",['Photography'],Cool,[],Hakgala Botanical Garden
43,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Thuparamaya
62,female,"['Sports', 'Recreation']",['Golf'],Cool,[],Nuwara Eliya Golf Club
8,female,"['Religious', 'Historical']",['Cultural Exploration'],Cool,[],Seetha Amman Temple
25,female,"['Scenic', 'Relaxation']",['Walking'],Tropical,[],Kandy Lake
17,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Basawakkulama Wewa
16,male,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
24,male,"['Diving', 'Adventure']",['Scuba Diving'],Tropical,[],Great Basses Reef
62,female,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
30,male,"['Cultural', 'Entertainment']",['Cultural Exploration'],Tropical,['Hearing Impairments'],Kandy Cultural Show
50,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kandy Railway Station
62,male,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
23,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
26,female,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
68,male,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
59,male,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,[],Kalametiya Bird Sanctuary
51,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
19,female,"['Adventure', 'Nature']",['Hiking'],Cool,[],Hanthana Mountain Range
20,male,['Historical'],['History'],Tropical,[],Kandy War Cemetery
74,male,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
30,male,"['Nature', 'Wildlife']",['Photography'],Cool,[],Moon Plains
25,female,"['Religious', 'Historical']",['Photography'],Cool,[],Seetha Amman Temple
43,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Tissa Wewa
45,female,"['Scenic', 'Relaxation']",['Boating'],Tropical,[],Kandy Lake
28,male,"['Historical', 'Scenic']",['Relaxation'],Tropical,[],Basawakkulama Wewa
11,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
20,female,"['Educational', 'Agriculture']",['Tea Tasting'],Cool,[],Pedro Tea Estate
60,male,"['Historical', 'Cultural']",['Sightseeing'],Cool,[],Nuwara Eliya City Tour
54,male,"['Beach', 'Romantic']",['Sunbathing'],Tropical,['Strong Currents (seasonal)'],Tangalle Beach
25,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Lovamahapaya
41,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sri Maha Bodhi
41,female,['Scenic'],['Photography'],Tropical,[],Kandy View Point
16,male,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
75,female,"['Museum', 'Educational']",['Learning'],Tropical,[],Maha Vihara Museum
32,female,"['Nature', 'Adventure']",['Bird Watching'],Tropical,[],Udawattakele Forest Reserve
74,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,['Mobility Issues'],St. Clair's Falls
6,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Embekka Devalaya
55,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sela Cetiya
64,male,['Natural Wonder'],['Geology'],Tropical,[],Hummanaya Blowhole
68,female,"['Beach', 'Romantic']",['Walking'],Tropical,[],Tangalle Beach
19,female,"['Recreation', 'Water Activities']",['Relaxation'],Cool,['Swimming Difficulties'],Lake Gregory Boating
44,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Mirisaweti Stupa
7,female,"['Religious', 'Scenic']",['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
43,female,"['Religious', 'Historical']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Jetavanaramaya
73,male,"['Beach', 'Surfing']",['Cultural Photography'],Tropical,[],Weligama Bay
45,female,"['Sports', 'Recreation']",['Golf'],Cool,['Mobility Issues'],Nuwara Eliya Golf Club
46,female,"['Nature', 'Waterfall']",['Photography'],Cool,[],St. Clair's Falls
7,male,"['Museum', 'Educational']",['Learning'],Tropical,[],Anuradhapura Archaeological Museum
12,male,"['Historical', 'Nature']",['Hiking'],Tropical,[],Vessagiriya
16,male,"['Scenic', 'Relaxation']",['Walking'],Tropical,[],Kandy Lake
25,female,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
63,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Isurumuniya Temple
29,female,"['Historical', 'Nature']",['Photography'],Tropical,[],Ranmasu Uyana
65,female,"['Historic', 'Cultural']",['History'],Tropical,['Mobility Issues (cobblestones)'],Galle Fort
64,female,"['Beach', 'Surfing']",['Cultural Photography'],Tropical,[],Weligama Bay
7,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Samadhi Buddha Statue
66,male,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Tissa Wewa
62,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Embekka Devalaya
39,male,"['Diving', 'Adventure']",['Scuba Diving'],Tropical,[],Great Basses Reef
32,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
67,male,"['Beach', 'Photography']",['Swimming'],Tropical,[],Dalawella Beach
67,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Embekka Devalaya
21,male,"['Historic', 'Cultural']",['Photography'],Tropical,[],Galle Fort
10,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Jetavanaramaya
42,female,"['Sports', 'Recreation']",['Golf'],Cool,[],Nuwara Eliya Golf Club
29,female,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
55,male,['Historical'],['Relaxation'],Tropical,['Severe Pollen Allergies'],Royal Botanical Gardens
75,female,"['Nature', 'Garden']",['Nature Walks'],Cool,[],Hakgala Botanical Garden
23,male,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
44,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Samadhi Buddha Statue
18,male,"['Museum', 'Historical']",['Learning'],Tropical,[],Kandy National Museum
45,female,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
45,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
34,female,"['Historical', 'Scenic']",['Photography'],Tropical,[],Tissa Wewa
25,male,['Historical'],['History'],Tropical,[],Commonwealth War Cemetery
77,male,"['Historic', 'Cultural']",['Photography'],Tropical,['Mobility Issues (cobblestones)'],Galle Fort
69,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
50,male,"['Beach', 'Scenic']",['Relaxation'],Tropical,[],Dickwella Beach
26,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sri Maha Bodhi
8,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Ramboda Falls
49,male,"['Park', 'Nature']",['Bird Watching'],Cool,[],Victoria Park
5,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
65,female,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
69,male,"['Museum', 'Educational']",['Learning'],Tropical,[],Anuradhapura Archaeological Museum
53,male,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
12,male,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
53,female,"['Scenic', 'Relaxation']",['Photography'],Cool,[],Gregory Lake
13,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Eth Pokuna
55,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sela Cetiya
15,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,['Mobility Issues'],Secret Beach (Mirissa)
37,male,"['Nature', 'Wildlife']",['Photography'],Cool,['Respiratory Issues'],Moon Plains
34,male,"['Adventure', 'Nature']",['Hiking'],Cool,[],Hanthana Mountain Range
22,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Single Tree Hill
23,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Mirisaweti Stupa
19,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
70,male,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Devon Falls
77,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sela Cetiya
6,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Lankarama
45,female,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,['Dust Allergies'],Bundala National Park
66,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Thuparamaya
25,female,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,['Mosquito-Borne Illnesses'],Kalametiya Bird Sanctuary
57,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Samadhi Buddha Statue
71,female,"['Religious', 'Scenic']",['Photography'],Tropical,"['Heart Conditions', 'Mobility Issues']",Bahirawakanda Vihara Buddha Statue
79,female,"['Historical', 'Nature']",['Sightseeing'],Tropical,"['Knee Pain', 'Back Pain']",Vessagiriya
37,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
41,female,"['Nature', 'Scenic']",['Photography'],Cool,[],Lovers Leap Waterfall
47,male,"['Beach', 'Surfing']",['Cultural Photography'],Tropical,[],Weligama Bay
12,female,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
35,female,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
71,male,['Museum'],['Tea Tasting'],Tropical,[],Ceylon Tea Museum
68,male,['Historical'],['History'],Tropical,[],Kandy Garrison Cemetery
34,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Eth Pokuna
10,female,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,['Mosquito-Borne Illnesses'],Kalametiya Bird Sanctuary
63,male,"['Cultural', 'Hiking']",['Photography'],Tropical,[],Mulkirigala Rock Temple
73,male,['Scenic'],['Photography'],Tropical,[],Kandy View Point
55,male,['Historical'],['Photography'],Tropical,['Severe Pollen Allergies'],Royal Botanical Gardens
50,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sri Maha Bodhi
5,female,"['Nature', 'Garden']",['Photography'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
15,female,['Historical'],['History'],Tropical,[],Kandy Garrison Cemetery
28,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,['Mobility Issues'],Secret Beach (Mirissa)
9,male,"['Historical', 'Scenic']",['Walking'],Tropical,[],Basawakkulama Wewa
15,female,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
15,male,"['Beach', 'Surfing']",['Yoga'],Tropical,[],Hiriketiya Beach
16,female,"['Cultural', 'Hiking']",['Photography'],Tropical,[],Mulkirigala Rock Temple
56,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],St. Clair's Falls
79,male,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
68,male,"['Scenic', 'Viewpoint']",['Relaxation'],Cool,[],Nuwara Eliya Golf Course View Point
55,male,"['Beach', 'Photography']",['Swimming'],Tropical,[],Dalawella Beach
77,female,['Museum'],['Tea Tasting'],Tropical,[],Ceylon Tea Museum
76,male,"['Nature', 'Garden']",['Photography'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
51,female,['Historical'],['Photography'],Tropical,[],Kandy War Cemetery
26,male,"['Nature', 'Adventure']",['Bird Watching'],Tropical,['Asthma'],Udawattakele Forest Reserve
25,female,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
34,male,"['Adventure', 'Nature']",['Camping'],Cool,[],Hanthana Mountain Range
75,female,"['Beach', 'Romantic']",['Walking'],Tropical,[],Tangalle Beach
5,male,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Eth Pokuna
70,male,"['Religious', 'Historical']",['Photography'],Tropical,"['Knee Pain', 'Back Pain']",Jetavanaramaya
8,female,"['Nature', 'Waterfall']",['Photography'],Cool,[],Devon Falls
49,female,"['Historical', 'Nature']",['Walking'],Tropical,[],Ranmasu Uyana
20,female,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Anuradhapura Archaeological Museum
20,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kandy Railway Station
35,female,"['Historical', 'Nature']",['Relaxation'],Tropical,[],Ranmasu Uyana
59,male,"['Museum', 'Historical']",['Learning'],Tropical,[],Kandy National Museum
57,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sri Maha Bodhi
35,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
76,female,"['Shopping', 'Entertainment']",['Dining'],Tropical,[],Kandy City Center
32,female,"['Museum', 'Historical']",['History'],Tropical,[],Kandy National Museum
